0.4,0.985172357084115,3.3863999086964E-05,0.014793778916799
4,0.905516377827035,2.24042972498766E-05,0.094461217875716
40,0.715824999875357,9.18544875456787E-06,0.284165814675889
400,0.450518606243142,3.2228971232658E-06,0.549478170859735
4000,0.183203232563272,8.9424339811818E-07,0.816795873193331
40000,0.038984634278777,1.62182284985159E-07,0.961015203538939
400000,0.004938582215824,1.98511845444543E-08,0.995061397932992
4000000,0.000516855288948,2.06847744744505E-09,0.999483142642575
40000000,5.20373434172275E-05,2.08160076074736E-10,0.999947962448423
400000000,5.20852466881296E-06,2.08342058929527E-11,0.999994791454498
4000000000,5.2092424084858E-07,2.08369803585585E-12,0.999999479073676
40000000000,5.20936978152663E-08,2.08374801986003E-13,0.999999947906094
